timestamp,open,high,low,close,volume
2025-01-12 02:00:00,14918538.0,14930000.0,14912628.0,14921532.0,1.7482
2025-01-12 03:00:00,14921923.0,14931539.0,14905003.0,14924510.0,1.7518
2025-01-12 04:00:00,14922902.0,14926417.0,14918000.0,14918331.0,2.836
2025-01-12 05:00:00,14918331.0,14925133.0,14918330.0,14922607.0,2.0754
2025-01-12 06:00:00,14923141.0,14925000.0,14900000.0,14903015.0,1.3828
2025-01-12 07:00:00,14903015.0,14904732.0,14890554.0,14890555.0,2.5776
2025-01-12 08:00:00,14890555.0,14890555.0,14860000.0,14865374.0,3.0843
2025-01-12 09:00:00,14868373.0,14871240.0,14811234.0,14825208.0,6.4424
2025-01-12 10:00:00,14825208.0,14849980.0,14825208.0,14849980.0,3.4199
2025-01-12 11:00:00,14850000.0,14907620.0,14850000.0,14900117.0,2.9017
2025-01-12 12:00:00,14900116.0,14939766.0,14890721.0,14910001.0,2.6976
2025-01-12 13:00:00,14910000.0,14955083.0,14910000.0,14953160.0,2.3547
2025-01-12 14:00:00,14953160.0,14999899.0,14953160.0,14977637.0,4.441
2025-01-12 15:00:00,14977637.0,15063865.0,14955030.0,15008488.0,11.3609
2025-01-12 16:00:00,15010000.0,15010000.0,14973549.0,14989201.0,0.9939
2025-01-12 17:00:00,14989202.0,15028598.0,14989202.0,15020827.0,1.1773
2025-01-12 18:00:00,15020827.0,15023353.0,14981078.0,14987327.0,1.5154
2025-01-12 19:00:00,14987326.0,14987327.0,14930000.0,14933000.0,0.9816
2025-01-12 20:00:00,14933001.0,14947115.0,14933001.0,14935545.0,0.3738
2025-01-12 21:00:00,14938359.0,14941401.0,14890471.0,14893847.0,2.404
2025-01-12 22:00:00,14893847.0,14893847.0,14836321.0,14848768.0,4.8333
2025-01-12 23:00:00,14848768.0,14948572.0,14848768.0,14947849.0,1.8833
2025-01-13 00:00:00,14947849.0,15139037.0,14942359.0,15034080.0,13.9378
2025-01-13 01:00:00,15040502.0,15040502.0,14827317.0,14843974.0,9.9547
2025-01-13 02:00:00,14846973.0,14903539.0,14835000.0,14858334.0,6.2301
2025-01-13 03:00:00,14858334.0,14898765.0,14844693.0,14853311.0,3.9179
2025-01-13 04:00:00,14853311.0,14966473.0,14853311.0,14919446.0,3.0261
2025-01-13 05:00:00,14916445.0,14916445.0,14844000.0,14860758.0,3.5229
2025-01-13 06:00:00,14860759.0,14872999.0,14730000.0,14770301.0,11.0798
2025-01-13 07:00:00,14773414.0,14801206.0,14740000.0,14754500.0,5.3252
2025-01-13 08:00:00,14755000.0,14757437.0,14661036.0,14688357.0,9.3495
2025-01-13 09:00:00,14688357.0,14690337.0,14600000.0,14618203.0,18.0367
2025-01-13 10:00:00,14616640.0,14616663.0,14400000.0,14460002.0,40.5091
2025-01-13 11:00:00,14460002.0,14461547.0,14311657.0,14330525.0,31.6657
2025-01-13 12:00:00,14330525.0,14398712.0,14226639.0,14289900.0,40.6259
2025-01-13 13:00:00,14289900.0,14454189.0,14265108.0,14368606.0,26.6259
2025-01-13 14:00:00,14368605.0,14587682.0,14170000.0,14507546.0,48.8565
2025-01-13 15:00:00,14512753.0,14712152.0,14472631.0,14570975.0,28.9932
2025-01-13 16:00:00,14570975.0,14576056.0,14417034.0,14421068.0,17.1158
2025-01-13 17:00:00,14422581.0,14556522.0,14421066.0,14500000.0,7.5051
2025-01-13 18:00:00,14502469.0,14581989.0,14462612.0,14537527.0,4.4097
2025-01-13 19:00:00,14534735.0,14611292.0,14485797.0,14594426.0,5.9905
2025-01-13 20:00:00,14588448.0,14800000.0,14551234.0,14767320.0,16.2896
2025-01-13 21:00:00,14767321.0,14898248.0,14764321.0,14853000.0,10.834
2025-01-13 22:00:00,14852996.0,14919999.0,14843603.0,14866768.0,11.4592
2025-01-13 23:00:00,14866769.0,14886186.0,14843050.0,14886186.0,1.8283
2025-01-14 00:00:00,14886186.0,14949899.0,14861334.0,14902399.0,5.2195
2025-01-14 01:00:00,14902399.0,15000000.0,14902399.0,14958181.0,14.2803
2025-01-14 02:00:00,14958182.0,15020000.0,14943023.0,14991000.0,17.1446
2025-01-14 03:00:00,14990999.0,15002551.0,14974427.0,14977885.0,7.7953
2025-01-14 04:00:00,14977886.0,15009999.0,14974675.0,15009999.0,6.792
2025-01-14 05:00:00,15010000.0,15058585.0,14989999.0,14991344.0,7.2269
2025-01-14 06:00:00,14991343.0,14993000.0,14973469.0,14985941.0,4.2156
2025-01-14 07:00:00,14985941.0,14999999.0,14981668.0,14981670.0,1.4559
2025-01-14 08:00:00,14981669.0,15108000.0,14981669.0,15081980.0,13.3817
2025-01-14 09:00:00,15084498.0,15388000.0,15084498.0,15359999.0,30.9076
2025-01-14 10:00:00,15359999.0,15368891.0,15273796.0,15273796.0,11.012
2025-01-14 11:00:00,15273796.0,15284594.0,15231116.0,15260001.0,8.556
2025-01-14 12:00:00,15260001.0,15280674.0,15169041.0,15171997.0,10.7924
2025-01-14 13:00:00,15171999.0,15320000.0,15140000.0,15213875.0,17.5817
2025-01-14 14:00:00,15215878.0,15359038.0,15191201.0,15214880.0,24.3158
2025-01-14 15:00:00,15219966.0,15317103.0,15219966.0,15264301.0,4.3059
2025-01-14 16:00:00,15264301.0,15264301.0,15093405.0,15145564.0,8.357
2025-01-14 17:00:00,15145564.0,15271762.0,15117315.0,15271762.0,8.3059
2025-01-14 18:00:00,15267283.0,15332313.0,15226296.0,15313950.0,3.2535
2025-01-14 19:00:00,15313950.0,15338000.0,15250003.0,15256492.0,2.1566
2025-01-14 20:00:00,15256493.0,15304697.0,15200000.0,15273026.0,3.0181
2025-01-14 21:00:00,15273016.0,15273016.0,15233289.0,15245734.0,3.0427
2025-01-14 22:00:00,15245734.0,15295643.0,15245734.0,15291650.0,1.3555
2025-01-14 23:00:00,15291651.0,15299762.0,15279007.0,15281981.0,1.3796
2025-01-15 00:00:00,15281981.0,15379791.0,15280000.0,15323126.0,7.4626
2025-01-15 01:00:00,15323125.0,15402211.0,15311157.0,15393252.0,8.0988
2025-01-15 02:00:00,15393252.0,15393882.0,15311826.0,15316305.0,12.0136
2025-01-15 03:00:00,15316305.0,15404835.0,15316304.0,15404835.0,10.5885
2025-01-15 04:00:00,15404835.0,15463245.0,15360930.0,15360930.0,6.4649
2025-01-15 05:00:00,15360930.0,15360930.0,15268828.0,15305026.0,6.8071
2025-01-15 06:00:00,15305026.0,15316221.0,15297000.0,15316221.0,2.5776
2025-01-15 07:00:00,15316220.0,15369224.0,15299999.0,15301396.0,5.2187
2025-01-15 08:00:00,15301395.0,15345053.0,15290000.0,15311971.0,2.5122
2025-01-15 09:00:00,15313044.0,15313044.0,15211729.0,15211930.0,10.273
2025-01-15 10:00:00,15211929.0,15234282.0,15187065.0,15209953.0,6.6911
2025-01-15 11:00:00,15209953.0,15209953.0,15137442.0,15193699.0,15.1608
2025-01-15 12:00:00,15196277.0,15246255.0,15170000.0,15227832.0,6.0611
2025-01-15 13:00:00,15230000.0,15518649.0,15230000.0,15494783.0,53.1199
2025-01-15 14:00:00,15494783.0,15574899.0,15417511.0,15556165.0,20.5464
2025-01-15 15:00:00,15556166.0,15589999.0,15482868.0,15487891.0,17.2705
2025-01-15 16:00:00,15485155.0,15579472.0,15485155.0,15527125.0,5.5388
2025-01-15 17:00:00,15527125.0,15560317.0,15470763.0,15472013.0,4.2606
2025-01-15 18:00:00,15472014.0,15578950.0,15472014.0,15573683.0,1.5886
2025-01-15 19:00:00,15574591.0,15650000.0,15572635.0,15637483.0,5.7314
2025-01-15 20:00:00,15637485.0,15764887.0,15581406.0,15597450.0,9.7669
2025-01-15 21:00:00,15592281.0,15631861.0,15584235.0,15586074.0,6.4301
2025-01-15 22:00:00,15586074.0,15599105.0,15531090.0,15599105.0,12.6849
2025-01-15 23:00:00,15599105.0,15700000.0,15576176.0,15699999.0,6.7103
2025-01-16 00:00:00,15700000.0,15750000.0,15580000.0,15616950.0,12.7319
2025-01-16 01:00:00,15616950.0,15643601.0,15583353.0,15608077.0,9.0795
2025-01-16 02:00:00,15608078.0,15608078.0,15519656.0,15543286.0,8.7211
2025-01-16 03:00:00,15543287.0,15573000.0,15495584.0,15536330.0,6.207
2025-01-16 04:00:00,15536329.0,15574075.0,15536329.0,15560002.0,2.6036
2025-01-16 05:00:00,15562133.0,15563384.0,15532377.0,15542800.0,3.3213
2025-01-16 06:00:00,15542801.0,15616641.0,15542800.0,15595417.0,5.2381
2025-01-16 07:00:00,15595418.0,15599692.0,15572119.0,15592478.0,2.8315
2025-01-16 08:00:00,15592479.0,15605163.0,15421658.0,15459663.0,7.5906
2025-01-16 09:00:00,15459663.0,15504418.0,15411195.0,15477715.0,7.9064
2025-01-16 10:00:00,15477716.0,15519115.0,15477716.0,15492997.0,6.9501
